Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_(days/week),Experience_Level,BMI,BMI_fixed,Intensity,HRR,BPM_Efficiency,Hydration_Ratio,Calories_per_hour,Cardio_Stress,Hydration_Efficiency,cluster,recommendation
0.9268292682926831,Female,107.4,1.73,176.0,141.0,71.0,0.10000000000000003,0.8560760353021044,HIIT,26.0,3.0,2.0,3.0,14.48,0.5967333556758803,0.7537576703213664,0.3015873015873014,0.506571172384414,0.20240987282045805,2406.153846153846,252646.15384615384,0.042973785990545764,-1,General fitness improvement recommended.
0.024390243902439046,Female,71.7,1.91,197.0,148.0,74.0,0.4333333333333333,0.1093007467752885,Cardio,32.5,2.7,4.0,2.0,19.09,0.22255822283449445,0.07793645805542315,0.5873015873015872,0.37906669730792975,0.32252875916251145,403.47826086956525,49627.82608695653,0.032745133709295986,3,"Beginner-friendly workouts focusing on light cardio, mobility, and building consistency."
0.2926829268292683,Female,90.6,1.6,161.0,125.0,52.0,0.35333333333333333,0.7515274949083504,Yoga,16.0,3.5,4.0,2.0,13.91,0.5853380413777423,0.40373767489039203,0.3650793650793649,0.44331705466786775,0.3345659530256807,1368.9320388349515,149213.59223300972,0.03750616172656937,-1,General fitness improvement recommended.
0.12195121951219517,Male,56.2,1.76,195.0,141.0,55.0,0.6333333333333333,0.6055668703326544,HIIT,23.9,3.2,4.0,1.0,22.61,0.18772494285711605,0.21989191521045268,0.8571428571428572,0.3069830177380626,0.5607247491751697,824.1379310344828,115379.3103448276,0.039268621916799605,2,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.5121951219512195,Female,71.3,1.77,171.0,124.0,74.0,0.12666666666666665,0.38560760353021045,Cardio,21.9,2.1,5.0,1.0,14.31,0.294124931881196,0.3677600750145845,0.17460317460317443,0.3122738951275601,0.22118695329076113,1262.3188405797102,122444.92753623189,0.042685529605463755,-1,General fitness improvement recommended.
0.878048780487805,Female,47.7,1.56,181.0,128.0,74.0,0.6666666666666667,0.37338764426340804,Yoga,26.5,1.5,3.0,1.0,23.64,0.2213254518585882,0.1336807980166199,0.33333333333333326,0.26634252139312875,0.24581277230605128,568.6666666666666,60847.33333333333,0.020964360587002098,10,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.1951219512195122,Male,129.9,1.71,196.0,136.0,74.0,0.5133333333333334,0.4263408010862186,Yoga,26.6,1.8,5.0,1.0,21.04,0.7935855465430679,0.18916050037444285,0.5714285714285712,0.23232390227650268,0.028528635618001563,733.0708661417323,89434.64566929133,0.010910876325216853,-1,General fitness improvement recommended.
0.09756097560975613,Female,102.4,1.5,173.0,156.0,55.0,0.6266666666666667,0.10183299389002037,HIIT,17.5,1.6,4.0,3.0,18.23,0.8186487817816681,0.047938050857933186,0.5079365079365079,0.7637869201031209,0.05037087226303402,314.58333333333337,37120.833333333336,0.010850694444444444,-1,General fitness improvement recommended.
0.43902439024390244,Female,64.2,1.78,192.0,130.0,74.0,0.5866666666666667,0.953835709436524,Yoga,31.9,2.1,,1.0,25.59,0.23658677754752705,0.3594458639307071,0.5079365079365079,0.18938320358753447,0.2614236189107526,1237.68115942029,146046.3768115942,0.023703101720167954,9,High-intensity interval training with strength conditioning and proper recovery.
0.17073170731707316,Male,57.2,1.82,184.0,140.0,74.0,0.4333333333333333,0.39714867617107946,Strength,26.9,2.6,4.0,2.0,15.23,0.16756176154672398,0.2023561815694472,0.38095238095238093,0.40361404212110563,0.41885224111884123,772.1739130434784,84939.13043478262,0.039525691699604744,3,"Beginner-friendly workouts focusing on light cardio, mobility, and building consistency."
1.0,Male,71.8,1.5,165.0,152.0,74.0,0.96,0.3088934147997285,Yoga,28.9,3.3,3.0,1.0,16.87,0.5051237164184761,0.07363162274710627,0.0793650793650793,0.8135897559221572,0.4251084574888563,390.7216494845361,35555.67010309279,0.023691238549234703,5,Endurance-focused training with longer cardio sessions and attention to pacing and recovery.
0.0,Male,112.4,1.71,177.0,165.0,55.0,0.7066666666666668,0.5030549898167005,HIIT,33.5,1.7,2.0,2.0,24.43,0.6556172867301979,0.16761707516740015,0.5714285714285712,0.8416930449675837,0.04418892758980489,669.2307692307692,81646.15384615384,0.009695227666757915,6,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.0,Male,40.0,1.72,188.0,155.0,74.0,0.6733333333333333,0.6537678207739308,Cardio,26.4,2.5,2.0,,17.79,0.08116661532125402,0.22470835668906333,0.4444444444444442,0.5662274445732702,0.6294130233221596,838.4105960264901,95578.80794701987,0.041390728476821195,-1,General fitness improvement recommended.
0.34146341463414637,Male,72.4,1.74,189.0,127.0,60.0,0.5999999999999999,0.5342837746096403,Yoga,16.9,1.6,2.0,1.0,17.68,0.3207483760520637,0.20451508175845404,0.6825396825396823,0.1762775332422375,0.13034906992313425,778.5714285714287,100435.7142857143,0.01578531965272297,-1,General fitness improvement recommended.
0.2439024390243903,Male,62.4,1.56,193.0,141.0,55.0,1.0,0.3788187372708757,Cardio,32.2,3.6,3.0,1.0,18.61,0.36057746959190634,0.08705519132947573,0.8253968253968251,0.32614173888219034,0.570024084751993,430.5,59409.0,0.028846153846153848,7,Endurance-focused training with longer cardio sessions and attention to pacing and recovery.
0.21951219512195125,Female,78.6,1.65,198.0,127.0,66.0,0.74,0.43109300746775286,Yoga,26.8,3.1,3.0,1.0,17.92,0.4350280946641277,0.13838566334761404,0.7301587301587298,0.09818157388257931,0.3445576818342099,582.6086956521739,76904.34782608695,0.024497020846174517,-1,General fitness improvement recommended.
0.6341463414634148,Female,45.0,1.53,199.0,158.0,50.0,0.1333333333333333,0.42566191446028506,Strength,21.9,3.6,4.0,1.0,27.74,0.21262937100162205,0.3901176174250111,1.0,0.4882472980122441,0.8455887597175665,1328.5714285714287,197957.14285714287,0.1142857142857143,10,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.04878048780487804,Female,103.4,1.53,180.0,166.0,56.0,0.52,0.2226748133061779,HIIT,23.0,3.0,4.0,1.0,19.18,0.7877558249173615,0.10813584296569434,0.603174603174603,0.8161724569403503,0.2157581533198958,492.96875,61128.125,0.022666827852998065,-1,General fitness improvement recommended.
0.8048780487804879,Male,79.2,1.85,178.0,147.0,51.0,0.6799999999999999,0.7141887304820094,Strength,23.2,2.0,4.0,1.0,18.95,0.30294310606087654,0.2426061011254285,0.6507936507936507,0.5697421530471085,0.16929872147046385,891.4473684210526,113213.81578947368,0.01661350345560872,9,High-intensity interval training with strength conditioning and proper recovery.
0.4146341463414634,Male,75.7,1.61,192.0,147.0,52.0,0.27999999999999997,0.6164290563475898,Strength,21.2,2.4,3.0,2.0,23.19,0.4427186062151042,0.38597797871308054,0.8571428571428572,0.4157730897135514,0.24899431377560946,1316.304347826087,184282.6086956522,0.034460972948136236,0,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.07317073170731708,Male,76.8,1.75,166.0,125.0,74.0,0.7066666666666668,0.5763747454175152,Strength,25.1,2.7,3.0,1.0,16.66,0.34758751244046554,0.19097963210444932,0.09523809523809512,0.3835233610733464,0.2916384352043364,738.4615384615385,67938.46153846153,0.022536057692307696,1,High-intensity interval training with strength conditioning and proper recovery.
0.0,Male,73.7,1.78,192.0,154.0,73.0,0.4533333333333333,0.3720298710115411,Strength,27.4,2.6,2.0,2.0,21.08,0.30570888317864736,0.18514999219077888,0.5238095238095237,0.5089924545889706,0.29314431144521824,721.1864406779662,85821.18644067798,0.029896741255203182,3,"Beginner-friendly workouts focusing on light cardio, mobility, and building consistency."
0.0,Female,84.0,1.71,194.0,148.0,52.0,0.27999999999999997,0.21588594704684316,Strength,28.3,3.4,3.0,3.0,17.99,0.4317145108053116,0.16956395491215426,0.8888888888888888,0.4087713406581075,0.3573551237769197,675.0,95850.0,0.04399585921325052,3,"Beginner-friendly workouts focusing on light cardio, mobility, and building consistency."
0.2439024390243903,Male,68.0,1.7,174.0,155.0,68.0,0.15999999999999998,0.7881873727087576,Yoga,17.0,2.3,3.0,2.0,21.67,0.31189777263639346,0.6094009221121401,0.3174603174603172,0.735841549408955,0.2751754720859887,1978.3783783783783,209708.1081081081,0.04570747217806041,6,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.2926829268292683,Female,54.3,1.82,185.0,168.0,66.0,0.5999999999999999,0.7549219280380177,,25.4,3.6,3.0,1.0,26.4,0.14737862861411472,0.28285381434498785,0.5238095238095237,0.7800844454158642,0.6763335659494186,1010.7142857142858,120275.00000000001,0.047355958958168916,-1,General fitness improvement recommended.
0.0,Female,42.8,1.89,194.0,162.0,73.0,1.0,0.2939579090291921,,22.5,1.5,3.0,2.0,18.54,0.04568584507272122,0.06596399409463971,0.5555555555555554,0.5932880216486276,0.2902855329822357,368.0,44528.0,0.01752336448598131,8,Endurance-focused training with longer cardio sessions and attention to pacing and recovery.
0.7560975609756098,Female,102.4,1.65,185.0,148.0,68.0,0.5133333333333334,0.4596062457569586,Cardio,34.8,2.0,5.0,,15.52,0.636559357982984,0.20218057803752273,0.49206349206349187,0.5036656337389465,0.09862438485129449,771.6535433070866,90283.46456692913,0.015378937007874016,-1,General fitness improvement recommended.
0.5853658536585367,Female,95.5,1.95,168.0,125.0,72.0,0.94,0.22335369993211135,HIIT,26.1,2.0,4.0,1.0,12.32,0.34845212383009366,0.053440902492502086,0.1587301587301586,0.3606024451954466,0.11605628206904303,330.89005235602093,31765.445026178008,0.01096461171568762,4,"Beginner-friendly workouts focusing on light cardio, mobility, and building consistency."
0.21951219512195125,Female,58.7,1.98,199.0,145.0,52.0,1.0,0.5539714867617107,Cardio,23.0,2.7,2.0,3.0,18.99,0.11464325133241199,0.13058742242217727,0.9682539682539679,0.32121532763963434,0.425548097906681,559.5,82246.5,0.022998296422487224,7,Endurance-focused training with longer cardio sessions and attention to pacing and recovery.
0.14634146341463422,Female,86.5,1.65,196.0,169.0,59.0,0.38666666666666666,0.31771894093686354,Cardio,27.3,2.1,3.0,1.0,12.9,0.5019229257657649,0.1826873665249411,0.8095238095238093,0.6628179954621105,0.15725379725622138,713.8888888888888,97802.77777777777,0.0224791265253693,-1,General fitness improvement recommended.
0.6341463414634148,Female,63.6,1.78,167.0,129.0,74.0,0.56,0.5852002715546503,Yoga,10.7,3.4,4.0,1.0,15.73,0.2322211708760879,0.2351670221321517,0.11111111111111094,0.433236768847612,0.5177319375832926,869.4029850746268,80854.4776119403,0.0398948652961607,-1,General fitness improvement recommended.
0.8292682926829269,Male,58.7,1.58,169.0,131.0,53.0,0.4266666666666666,0.405295315682281,HIIT,28.5,3.3,3.0,,19.62,0.31153925196673343,0.208194147742275,0.47619047619047605,0.4401220193386608,0.5518128259059452,789.4736842105264,91578.94736842105,0.049314085896171436,-1,General fitness improvement recommended.
0.7560975609756098,Female,56.6,1.75,198.0,120.0,72.0,0.4133333333333334,0.9938900203665988,Yoga,23.6,2.6,2.0,2.0,34.37,0.19552973764247095,0.47418110354671467,0.6349206349206349,0.007787038245809397,0.4248044893790057,1577.6785714285713,198787.5,0.04101463907117617,9,High-intensity interval training with strength conditioning and proper recovery.
0.43902439024390244,Female,40.0,1.71,178.0,169.0,69.0,0.5333333333333334,0.8255261371350984,HIIT,27.5,2.7,4.0,1.0,39.74,0.08482288613295252,0.3360870690801212,0.3650793650793649,0.8857602888687528,0.6911775194351331,1168.4615384615383,127362.30769230767,0.051923076923076926,-1,General fitness improvement recommended.
0.12195121951219517,Female,67.7,1.73,188.0,162.0,54.0,0.8400000000000001,0.44195519348268836,Yoga,18.0,3.2,3.0,1.0,16.07,0.29093745501198737,0.1246972262489576,0.7619047619047619,0.6614302001907189,0.44124570687753983,542.0454545454545,72634.0909090909,0.026856452262656105,8,Endurance-focused training with longer cardio sessions and attention to pacing and recovery.
0.9268292682926831,Female,40.0,1.74,172.0,146.0,74.0,0.6199999999999999,0.3890020366598778,Yoga,26.0,3.4,2.0,1.0,19.63,0.07404228489056752,0.14850225585526905,0.19047619047619024,0.6285362248278794,0.9073532558305398,612.5874125874126,60033.56643356643,0.05944055944055944,10,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.7317073170731709,,68.0,1.69,185.0,144.0,68.0,0.48666666666666664,0.26612355736591986,Yoga,14.2,2.6,2.0,1.0,28.93,0.3183360653477216,0.1324571656307029,0.49206349206349187,0.448381871403563,0.3296735568915534,565.040650406504,66109.75609756097,0.0310856049736968,10,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.14634146341463422,Male,68.3,1.74,184.0,161.0,51.0,0.9333333333333333,0.17854718262050234,Cardio,27.5,3.5,4.0,,16.26,0.28952939538039285,0.04230633117522783,0.746031746031746,0.695431184339808,0.4903750836827796,297.89473684210526,39620.0,0.026970794482546044,8,Endurance-focused training with longer cardio sessions and attention to pacing and recovery.
0.09756097560975613,Female,99.1,1.72,182.0,169.0,62.0,0.4266666666666666,0.5444670739986421,Yoga,31.4,3.6,4.0,1.0,16.91,0.5417029983364334,0.2688775924179436,0.5396825396825395,0.8324065776261378,0.30609988145934486,969.2982456140352,116315.78947368423,0.03186573901959743,6,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.04878048780487804,Female,72.9,1.63,164.0,156.0,51.0,0.4066666666666667,0.1894093686354379,Strength,27.1,3.2,3.0,2.0,19.83,0.40200349044945277,0.11871706860546846,0.4285714285714284,0.8903148739748299,0.3995965683064664,524.3243243243243,59248.64864864864,0.03954571855806423,-1,General fitness improvement recommended.
0.6341463414634148,Female,40.0,1.68,175.0,156.0,74.0,0.36000000000000004,0.47997284453496264,Cardio,28.1,1.8,3.0,3.0,12.32,0.09618616117584927,0.26950378180953116,0.23809523809523792,0.7374369716142826,0.41323728692675277,971.1538461538461,98086.53846153845,0.04326923076923077,10,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.3658536585365854,Female,58.3,1.77,167.0,153.0,74.0,0.6066666666666667,0.45213849287169044,Strength,29.5,2.6,2.0,1.0,20.47,0.19846497555146825,0.1736924445836541,0.11111111111111094,0.8006917161067477,0.4082579879262216,687.2340425531916,63912.76595744681,0.03162901597265307,-1,General fitness improvement recommended.
0.0,Male,40.0,1.64,177.0,134.0,53.0,0.32,0.1120162932790224,\nStrength,25.6,2.1,3.0,3.0,18.78,0.1123180479635959,0.1029329889539376,0.603174603174603,0.3938789531689617,0.5058840310962129,477.55102040816325,59216.32653061224,0.053571428571428575,3,"Beginner-friendly workouts focusing on light cardio, mobility, and building consistency."
1.0,Male,45.8,1.5,163.0,137.0,55.0,0.9866666666666666,0.6809232858112695,\tCardio,24.0,2.9,4.0,2.0,26.25,0.23872987003145013,0.16436572044215428,0.3492063492063491,0.6071955015480004,0.6395272967031052,659.5959595959596,71236.36363636363,0.031979180450796174,5,Endurance-focused training with longer cardio sessions and attention to pacing and recovery.
0.21951219512195125,Male,52.3,1.75,180.0,128.0,61.0,0.9466666666666665,0.4263408010862186,Strength,15.0,2.5,4.0,2.0,23.23,0.16316100340329381,0.10541156332286136,0.5238095238095237,0.27638794413792533,0.44783957633612415,484.89583333333337,57702.60416666667,0.024896430847673682,7,Endurance-focused training with longer cardio sessions and attention to pacing and recovery.
0.3658536585365854,Female,76.3,1.95,188.0,125.0,72.0,0.3,0.4046164290563476,Strength,21.7,2.3,5.0,1.0,26.08,0.23204880451669135,0.2611219521715899,0.47619047619047605,0.15821563478420275,0.22972468838401258,946.3157894736843,109772.63157894737,0.03173070290404911,2,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.7073170731707319,Male,77.5,1.72,176.0,151.0,56.0,0.5933333333333333,0.25526137135098437,Cardio,13.3,3.5,2.0,3.0,24.32,0.37338513246286525,0.10662418071783783,0.5396825396825395,0.6518481046577937,0.41522969002717125,488.48920863309354,58618.70503597122,0.03249013692271989,-1,General fitness improvement recommended.
0.6829268292682928,Female,40.0,1.58,177.0,132.0,58.0,0.5266666666666666,0.6014935505770536,Strength,31.1,2.5,,2.0,12.73,0.13885179608050163,0.2528169598112125,0.5238095238095237,0.36498772144001834,0.6294130233221596,921.7054263565891,109682.9457364341,0.04844961240310077,10,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.21951219512195125,Male,96.3,1.61,198.0,159.0,70.0,0.4399999999999999,0.6109979633401221,Cardio,32.1,3.1,3.0,1.0,12.32,0.6259284595273673,0.29174744234154926,0.6666666666666665,0.5114137367935263,0.25500986022820094,1037.0689655172414,132744.8275862069,0.027750922046764784,-1,General fitness improvement recommended.
0.902439024390244,Female,68.4,1.85,175.0,150.0,58.0,0.4399999999999999,0.48676171079429736,Cardio,29.2,2.5,4.0,2.0,22.87,0.23019634573942094,0.23851035139017,0.49206349206349187,0.6497727199110312,0.30885167653699064,879.3103448275863,102879.3103448276,0.031508368622706194,-1,General fitness improvement recommended.
0.0,Female,56.9,1.77,183.0,131.0,57.0,0.52,0.5084860828241684,Cardio,20.7,3.5,4.0,2.0,18.57,0.18816313410057456,0.21912826841401892,0.6349206349206349,0.2884970013707666,0.6172012380625648,821.875,103556.25,0.04805579964850615,2,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.14634146341463422,Male,47.6,1.51,175.0,120.0,70.0,0.1866666666666667,0.19008825526137135,Strength,22.6,1.7,5.0,1.0,13.71,0.2507342330167988,0.19400811170740015,0.3015873015873014,0.21145146139477644,0.29853179414551645,747.4358974358975,78480.76923076923,0.045787545787545784,3,"Beginner-friendly workouts focusing on light cardio, mobility, and building consistency."
0.1951219512195122,Female,88.8,1.7,193.0,169.0,68.0,0.94,0.571622539035981,Strength,18.1,3.7,2.0,2.0,30.34,0.47781781536879714,0.14407783804409063,0.6190476190476188,0.6970871908216805,0.37206095618477053,599.4764397905759,74934.55497382199,0.021815008726003494,8,Endurance-focused training with longer cardio sessions and attention to pacing and recovery.
0.0,,67.5,1.69,177.0,169.0,72.0,0.38000000000000006,0.4562118126272912,,26.2,1.6,4.0,3.0,14.08,0.31430026239445547,0.2492768536202635,0.3015873015873014,0.8994755084254704,0.15016628496408826,911.214953271028,95677.57009345794,0.02215299411561094,6,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.26829268292682934,Male,96.7,1.7,175.0,141.0,54.0,1.0,0.39171758316361166,Yoga,32.9,2.3,2.0,3.0,13.16,0.5408355239065852,0.09026105330917081,0.5555555555555554,0.5182763423561547,0.15116931634605998,440.0,53240.0,0.011892450879007237,8,Endurance-focused training with longer cardio sessions and attention to pacing and recovery.
0.1951219512195122,,55.7,1.99,172.0,142.0,68.0,1.0,0.8689748811948403,Strength,18.9,3.2,4.0,1.0,12.32,0.09371866774164256,0.20887794655788863,0.2857142857142856,0.5690740385950543,0.5670386443929899,791.5,82316.0,0.02872531418312388,8,Endurance-focused training with longer cardio sessions and attention to pacing and recovery.
0.6097560975609757,Male,112.0,1.71,166.0,146.0,58.0,0.7466666666666668,0.34758995247793617,HIIT,31.2,2.6,3.0,1.0,21.1,0.6524637265059037,0.1115501432588028,0.3492063492063491,0.7069833259422693,0.14412055386308295,503.0864197530864,54333.33333333333,0.014329805996472662,10,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.7317073170731709,Male,75.2,1.72,193.0,169.0,59.0,0.6933333333333334,0.9660556687033264,Cardio,30.9,1.9,2.0,,18.64,0.3554623967448464,0.3199962344104913,0.7619047619047619,0.6970871908216805,0.16946464801278324,1120.7792207792209,150184.4155844156,0.01640646587455098,9,High-intensity interval training with strength conditioning and proper recovery.
0.26829268292682934,Female,72.0,1.66,167.0,144.0,68.0,0.24666666666666665,0.6415478615071284,HIIT,10.0,3.6,4.0,3.0,17.55,0.37181792384816664,0.4258583654485756,0.20634920634920628,0.6628961108845721,0.4750017830397262,1434.4827586206898,142013.7931034483,0.0574712643678161,1,High-intensity interval training with strength conditioning and proper recovery.
0.09756097560975613,Female,75.7,1.56,194.0,142.0,61.0,0.48666666666666664,0.23082145281737948,Strength,28.8,2.3,3.0,3.0,13.93,0.4865673903982419,0.11819059969624471,0.746031746031746,0.329692763090742,0.23267608494787537,522.7642276422764,69527.64227642276,0.024701700121360526,3,"Beginner-friendly workouts focusing on light cardio, mobility, and building consistency."
0.04878048780487804,Male,59.1,1.62,191.0,127.0,54.0,0.3466666666666666,0.46978954514596055,,26.2,3.4,3.0,,12.46,0.2886144157200367,0.27096712279415025,0.8095238095238093,0.1582868410337297,0.5680143067969957,975.4901960784314,133642.1568627451,0.05640157924421883,2,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.5121951219512195,Female,41.3,1.76,175.0,136.0,69.0,0.6133333333333333,0.5383570943652409,Yoga,24.3,3.2,3.0,2.0,15.36,0.07683445567938729,0.20224045767035095,0.3174603174603172,0.4452227992701123,0.814482185404011,771.830985915493,81814.08450704225,0.054564676192749725,10,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.5609756097560976,Male,40.0,1.77,176.0,148.0,65.0,0.35333333333333333,0.6347589952477937,Yoga,11.6,1.9,5.0,1.0,22.98,0.06380519087192837,0.3473852721813932,0.39682539682539675,0.6082650249757799,0.4441195349832394,1201.9417475728155,133415.53398058252,0.04611650485436893,-1,General fitness improvement recommended.
0.5609756097560976,Female,63.7,1.93,195.0,155.0,61.0,0.4533333333333333,0.5166327223353699,HIIT,21.2,3.4,4.0,1.0,15.76,0.16370458235597707,0.2460642296283392,0.7619047619047619,0.49055345933888717,0.5166952419542922,901.6949152542373,120827.1186440678,0.045233217146050074,-1,General fitness improvement recommended.
0.3170731707317073,Female,100.0,1.75,190.0,169.0,67.0,0.6399999999999999,0.8621860149355056,HIIT,20.8,3.4,4.0,2.0,,0.5222281250797467,0.3053565946432904,0.5873015873015872,0.7324385712978687,0.2773553954782113,1077.3972602739727,132519.86301369863,0.023287671232876714,6,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.04878048780487804,Male,45.0,1.68,171.0,154.0,74.0,0.6666666666666667,0.9429735234215886,Yoga,10.0,2.4,4.0,1.0,12.32,0.13702607335988853,0.32243295247024584,0.17460317460317443,0.7608482824979963,0.5161781137817084,1128.0,109416.0,0.035555555555555556,6,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.1951219512195122,Male,47.1,1.61,189.0,138.0,52.0,0.5066666666666666,0.5376782077393074,Yoga,19.3,3.6,3.0,3.0,29.91,0.18835929530584572,0.23504710061269282,0.8095238095238093,0.3250903061952868,0.8015274631274198,869.047619047619,119059.5238095238,0.060661207158022444,2,Balanced cardio and strength training routine for steady and sustainable fitness improvement.
0.4634146341463415,Female,72.1,1.83,164.0,152.0,58.0,0.72,0.5349626612355736,Cardio,34.4,3.3,4.0,2.0,16.92,0.2657921982006867,0.1747967076438351,0.3174603174603172,0.8279520932916231,0.42274610671668345,690.506329113924,73193.67088607595,0.028968205200231745,-1,General fitness improvement recommended.
